ENTREZID	SYMBOL	ENSEMBL	GENENAME
728255	KRTAP1-4	ENSG00000263242	keratin associated protein 1-4
81850	KRTAP1-3	ENSG00000221880	keratin associated protein 1-3
81850	KRTAP1-3	ENSG00000262347	keratin associated protein 1-3
81851	KRTAP1-1	ENSG00000188581	keratin associated protein 1-1
81851	KRTAP1-1	ENSG00000262808	keratin associated protein 1-1
81872	KRTAP2-1	ENSG00000212725	keratin associated protein 2-1
81872	KRTAP2-1	ENSG00000261852	keratin associated protein 2-1
728279	KRTAP2-2	ENSG00000214518	keratin associated protein 2-2
728279	KRTAP2-2	ENSG00000292054	keratin associated protein 2-2
728279	KRTAP2-2	ENSG00000262731	keratin associated protein 2-2
730755	KRTAP2-3	ENSG00000212724	keratin associated protein 2-3
730755	KRTAP2-3	ENSG00000292034	keratin associated protein 2-3
730755	KRTAP2-3	ENSG00000262862	keratin associated protein 2-3
85294	KRTAP2-4	ENSG00000213417	keratin associated protein 2-4
85294	KRTAP2-4	ENSG00000292035	keratin associated protein 2-4
85294	KRTAP2-4	ENSG00000263091	keratin associated protein 2-4
100132476	KRTAP4-7	ENSG00000240871	keratin associated protein 4-7
100132476	KRTAP4-7	ENSG00000292053	keratin associated protein 4-7
728224	KRTAP4-8	ENSG00000204880	keratin associated protein 4-8
728224	KRTAP4-8	ENSG00000292042	keratin associated protein 4-8
728224	KRTAP4-8	ENSG00000261968	keratin associated protein 4-8
100132386	KRTAP4-9	ENSG00000212722	keratin associated protein 4-9
100132386	KRTAP4-9	ENSG00000292052	keratin associated protein 4-9
100132386	KRTAP4-9	ENSG00000262121	keratin associated protein 4-9
653240	KRTAP4-11	ENSG00000212721	keratin associated protein 4-11
653240	KRTAP4-11	ENSG00000292038	keratin associated protein 4-11
653240	KRTAP4-11	ENSG00000263229	keratin associated protein 4-11
83755	KRTAP4-12	ENSG00000213416	keratin associated protein 4-12
83755	KRTAP4-12	ENSG00000292039	keratin associated protein 4-12
83755	KRTAP4-12	ENSG00000263236	keratin associated protein 4-12
81871	KRTAP4-6	ENSG00000198090	keratin associated protein 4-6
81871	KRTAP4-6	ENSG00000292051	keratin associated protein 4-6
85289	KRTAP4-5	ENSG00000198271	keratin associated protein 4-5
85289	KRTAP4-5	ENSG00000292040	keratin associated protein 4-5
84616	KRTAP4-4	ENSG00000171396	keratin associated protein 4-4
84616	KRTAP4-4	ENSG00000292041	keratin associated protein 4-4
85290	KRTAP4-3	ENSG00000196156	keratin associated protein 4-3
85291	KRTAP4-2	ENSG00000244537	keratin associated protein 4-2
85291	KRTAP4-2	ENSG00000292044	keratin associated protein 4-2
85285	KRTAP4-1	ENSG00000198443	keratin associated protein 4-1
728318	KRTAP9-1	ENSG00000240542	keratin associated protein 9-1
83899	KRTAP9-2	ENSG00000239886	keratin associated protein 9-2
83899	KRTAP9-2	ENSG00000263090	keratin associated protein 9-2
83899	KRTAP9-2	ENSG00000262573	keratin associated protein 9-2
83900	KRTAP9-3	ENSG00000204873	keratin associated protein 9-3
83900	KRTAP9-3	ENSG00000292047	keratin associated protein 9-3
83900	KRTAP9-3	ENSG00000262749	keratin associated protein 9-3
83901	KRTAP9-8	ENSG00000187272	keratin associated protein 9-8
83901	KRTAP9-8	ENSG00000292048	keratin associated protein 9-8
85280	KRTAP9-4	ENSG00000241595	keratin associated protein 9-4
85280	KRTAP9-4	ENSG00000292049	keratin associated protein 9-4
85280	KRTAP9-4	ENSG00000262512	keratin associated protein 9-4
85280	KRTAP9-4	ENSG00000262896	keratin associated protein 9-4
81870	KRTAP9-9	ENSG00000198083	keratin associated protein 9-9
81870	KRTAP9-9	ENSG00000267728	keratin associated protein 9-9
81870	KRTAP9-9	ENSG00000262594	keratin associated protein 9-9
100507608	KRTAP9-6	ENSG00000212659	keratin associated protein 9-6
100507608	KRTAP9-6	ENSG00000267635	keratin associated protein 9-6
100507608	KRTAP9-6	ENSG00000263263	keratin associated protein 9-6
100505724	KRTAP9-7	ENSG00000180386	keratin associated protein 9-7
100505724	KRTAP9-7	ENSG00000267635	keratin associated protein 9-7
100505724	KRTAP9-7	ENSG00000262221	keratin associated protein 9-7
100533177	KRTAP29-1	ENSG00000212658	keratin associated like protein 29-1
100533177	KRTAP29-1	ENSG00000292050	keratin associated like protein 29-1
100533177	KRTAP29-1	ENSG00000262218	keratin associated like protein 29-1
100533177	KRTAP29-1	ENSG00000262542	keratin associated like protein 29-1
100505753	KRTAP16-1	ENSG00000212657	keratin associated protein 16-1
100505753	KRTAP16-1	ENSG00000292043	keratin associated protein 16-1
100505753	KRTAP16-1	ENSG00000263186	keratin associated protein 16-1
83902	KRTAP17-1	ENSG00000186860	keratin associated protein 17-1
83902	KRTAP17-1	ENSG00000292024	keratin associated protein 17-1
83902	KRTAP17-1	ENSG00000263341	keratin associated protein 17-1
3883	KRT33A	ENSG00000006059	keratin 33A
3883	KRT33A	ENSG00000292027	keratin 33A
3883	KRT33A	ENSG00000261986	keratin 33A
3884	KRT33B	ENSG00000131738	keratin 33B
3884	KRT33B	ENSG00000292028	keratin 33B
3884	KRT33B	ENSG00000263012	keratin 33B
3885	KRT34	ENSG00000131737	keratin 34
3885	KRT34	ENSG00000292033	keratin 34
3885	KRT34	ENSG00000262045	keratin 34
3881	KRT31	ENSG00000094796	keratin 31
3881	KRT31	ENSG00000292029	keratin 31
3881	KRT31	ENSG00000262993	keratin 31
100505782	LOC100505782	ENSG00000234859	uncharacterized LOC100505782
100505782	LOC100505782	ENSG00000292030	uncharacterized LOC100505782
100505782	LOC100505782	ENSG00000262603	uncharacterized LOC100505782
8688	KRT37	ENSG00000108417	keratin 37
8688	KRT37	ENSG00000292032	keratin 37
8688	KRT37	ENSG00000263022	keratin 37
8687	KRT38	ENSG00000171360	keratin 38
3882	KRT32	ENSG00000108759	keratin 32
3886	KRT35	ENSG00000197079	keratin 35
8689	KRT36	ENSG00000126337	keratin 36
3860	KRT13	ENSG00000171401	keratin 13
3866	KRT15	ENSG00000171346	keratin 15
102466658	MIR6510	ENSG00000283796	microRNA 6510
3880	KRT19	ENSG00000171345	keratin 19
147093	LINC00974	ENSG00000226629	long intergenic non-protein coding RNA 974
3857	KRT9	ENSG00000171403	keratin 9
3861	KRT14	ENSG00000186847	keratin 14
3868	KRT16	ENSG00000186832	keratin 16
3872	KRT17	ENSG00000128422	keratin 17
284116	KRT42P	ENSG00000290861	keratin 42, pseudogene
10209	EIF1	ENSG00000173812	eukaryotic translation initiation factor 1
2520	GAST	ENSG00000184502	gastrin
9001	HAP1	ENSG00000173805	huntingtin associated protein 1
3728	JUP	ENSG00000173801	junction plakoglobin
10609	P3H4	ENSG00000141696	prolyl 3-hydroxylase family member 4 (inactive)
60681	FKBP10	ENSG00000141756	FKBP prolyl isomerase 10
115024	NT5C3B	ENSG00000141698	5'-nucleotidase, cytosolic IIIB
317719	KLHL10	ENSG00000161594	kelch like family member 10
55175	KLHL11	ENSG00000178502	kelch like family member 11
47	ACLY	ENSG00000131473	ATP citrate lyase
83538	ODAD4	ENSG00000204815	outer dynein arm docking complex subunit 4
1267	CNP	ENSG00000173786	2',3'-cyclic nucleotide 3' phosphodiesterase
7266	DNAJC7	ENSG00000168259	DnaJ heat shock protein family (Hsp40) member C7
28511	NKIRAS2	ENSG00000168256	NFKB inhibitor interacting Ras like 2
201181	ZNF385C	ENSG00000187595	zinc finger protein 385C
79132	DHX58	ENSG00000108771	DExH-box helicase 58
2648	KAT2A	ENSG00000108773	lysine acetyltransferase 2A
94086	HSPB9	ENSG00000260325	heat shock protein family B (small) member 9
5878	RAB5C	ENSG00000108774	RAB5C, member RAS oncogene family
23415	KCNH4	ENSG00000089558	potassium voltage-gated channel subfamily H member 4
3060	HCRT	ENSG00000161610	hypocretin neuropeptide precursor
84514	GHDC	ENSG00000167925	GH3 domain containing
6777	STAT5B	ENSG00000173757	signal transducer and activator of transcription 5B
6776	STAT5A	ENSG00000126561	signal transducer and activator of transcription 5A
6774	STAT3	ENSG00000168610	signal transducer and activator of transcription 3
284119	CAVIN1	ENSG00000177469	caveolae associated protein 1
535	ATP6V0A1	ENSG00000033627	ATPase H+ transporting V0 subunit a1
100847030	MIR548AT	ENSG00000264314	microRNA 548at
100847046	MIR5010	ENSG00000283929	microRNA 5010
4669	NAGLU	ENSG00000108784	N-acetyl-alpha-glucosaminidase
3292	HSD17B1	ENSG00000108786	hydroxysteroid 17-beta dehydrogenase 1
80347	COASY	ENSG00000068120	Coenzyme A synthase
6945	MLX	ENSG00000108788	MAX dimerization protein MLX
29893	PSMC3IP	ENSG00000131470	PSMC3 interacting protein
162427	RETREG3	ENSG00000141699	reticulophagy regulator family member 3
7283	TUBG1	ENSG00000131462	tubulin gamma 1
27175	TUBG2	ENSG00000037042	tubulin gamma 2
79990	PLEKHH3	ENSG00000068137	pleckstrin homology, MyTH4 and FERM domain containing H3
2826	CCR10	ENSG00000184451	C-C motif chemokine receptor 10
8506	CNTNAP1	ENSG00000108797	contactin associated protein 1
2145	EZH1	ENSG00000108799	enhancer of zeste 1 polycomb repressive complex 2 subunit
102466195	MIR6780A	ENSG00000275273	microRNA 6780a
100190938	RAMP2-AS1	ENSG00000197291	RAMP2 antisense RNA 1
10266	RAMP2	ENSG00000131477	receptor activity modifying protein 2
84313	VPS25	ENSG00000131475	vacuolar protein sorting 25 homolog
65266	WNK4	ENSG00000126562	WNK lysine deficient protein kinase 4
28958	COA3	ENSG00000183978	cytochrome c oxidase assembly factor 3
124817	CNTD1	ENSG00000176563	cyclin N-terminal domain containing 1
8678	BECN1	ENSG00000126581	beclin 1
102465468	MIR6781	ENSG00000278447	microRNA 6781
10197	PSME3	ENSG00000131467	proteasome activator subunit 3
314	AOC2	ENSG00000131480	amine oxidase copper containing 2
8639	AOC3	ENSG00000131471	amine oxidase copper containing 3
90586	AOC4P	ENSG00000291070	amine oxidase copper containing 4, pseudogene
102724175	NA	NA	NA
388387	LINC00671	ENSG00000213373	long intergenic non-protein coding RNA 671
2538	G6PC1	ENSG00000131482	glucose-6-phosphatase catalytic subunit 1
100885850	PTGES3L-AARSD1	ENSG00000108825	PTGES3L-AARSD1 readthrough
80755	AARSD1	ENSG00000266967	alanyl-tRNA synthetase domain containing 1
100885848	PTGES3L	ENSG00000267060	prostaglandin E synthase 3 like
146923	RUNDC1	ENSG00000198863	RUN domain containing 1
6155	RPL27	ENSG00000131469	ribosomal protein L27
3430	IFI35	ENSG00000068079	interferon induced protein 35
10493	VAT1	ENSG00000108828	vesicle amine transport 1
8153	RND2	ENSG00000108830	Rho family GTPase 2
672	BRCA1	ENSG00000012048	BRCA1 DNA repair associated
10230	NBR2	ENSG00000198496	neighbor of BRCA1 lncRNA 2
101929767	LOC101929767	NA	uncharacterized LOC101929767
4077	NBR1	ENSG00000188554	NBR1 autophagy cargo receptor
113277	TMEM106A	ENSG00000184988	transmembrane protein 106A
100874261	CCDC200	ENSG00000236383	coiled-coil domain containing 200
6066	RNU2-1	ENSG00000274585	RNA, U2 small nuclear 1
100130581	LINC00910	ENSG00000188825	long intergenic non-protein coding RNA 910
379	ARL4D	ENSG00000175906	ADP ribosylation factor like GTPase 4D
100313779	MIR2117	ENSG00000284344	microRNA 2117
1659	DHX8	ENSG00000067596	DEAH-box helicase 8
2118	ETV4	ENSG00000175832	ETS variant transcription factor 4
4222	MEOX1	ENSG00000005102	mesenchyme homeobox 1
50964	SOST	ENSG00000167941	sclerostin
1845	DUSP3	ENSG00000108861	dual specificity phosphatase 3
284067	CFAP97D1	ENSG00000231256	CFAP97 domain containing 1
4356	MPP3	ENSG00000161647	MAGUK p55 scaffold protein 3
146894	CD300LG	ENSG00000161649	CD300 molecule like family member g
4355	MPP2	ENSG00000108852	MAGUK p55 scaffold protein 2
23591	FAM215A	ENSG00000267496	family with sequence similarity 215 member A
102724183	LOC102724183	NA	Wnt family member 9-like
5539	PPY	ENSG00000108849	pancreatic polypeptide
5697	PYY	ENSG00000131096	peptide YY
162417	NAGS	ENSG00000161653	N-acetylglutamate synthase
84336	TMEM101	ENSG00000091947	transmembrane protein 101
124801	LSM12	ENSG00000161654	LSM12 homolog
92579	G6PC3	ENSG00000141349	glucose-6-phosphatase catalytic subunit 3
10014	HDAC5	ENSG00000108840	histone deacetylase 5
105371789	LOC105371789	ENSG00000267638	uncharacterized LOC105371789
78995	HROB	ENSG00000125319	homologous recombination factor with OB-fold
92591	ASB16	ENSG00000161664	ankyrin repeat and SOCS box containing 16
339201	ASB16-AS1	ENSG00000267080	ASB16 antisense RNA 1
79089	TMUB2	ENSG00000168591	transmembrane and ubiquitin like domain containing 2
56970	ATXN7L3	ENSG00000087152	ataxin 7 like 3
7343	UBTF	ENSG00000108312	upstream binding transcription factor
102465469	MIR6782	ENSG00000275107	microRNA 6782
6521	SLC4A1	ENSG00000004939	solute carrier family 4 member 1 (Diego blood group)
101926996	RUNDC3A-AS1	NA	RUNDC3A antisense RNA 1
10900	RUNDC3A	ENSG00000108309	RUN domain containing 3A
51629	SLC25A39	ENSG00000013306	solute carrier family 25 member 39
2896	GRN	ENSG00000030582	granulin precursor
284069	FAM171A2	ENSG00000161682	family with sequence similarity 171 member A2
3674	ITGA2B	ENSG00000005961	integrin subunit alpha 2b
23131	GPATCH8	ENSG00000186566	G-patch domain containing 8
2535	FZD2	ENSG00000180340	frizzled class receptor 2
101927017	LINC01180	ENSG00000266979	long intergenic non-protein coding RNA 1180
284071	MEIOC	ENSG00000180336	meiosis specific with coiled-coil domain
124808	CCDC43	ENSG00000180329	coiled-coil domain containing 43
80174	DBF4B	ENSG00000161692	DBF4 zinc finger B
4185	ADAM11	ENSG00000073670	ADAM metallopeptidase domain 11
10052	GJC1	ENSG00000182963	gap junction protein gamma 1
51751	HIGD1B	ENSG00000131097	HIG1 hypoxia inducible domain family member 1B
9343	EFTUD2	ENSG00000108883	elongation factor Tu GTP binding domain containing 2
388389	CCDC103	ENSG00000167131	coiled-coil domain containing 103
2670	GFAP	ENSG00000131095	glial fibrillary acidic protein
146909	KIF18B	ENSG00000186185	kinesin family member 18B
102466734	MIR6783	ENSG00000278223	microRNA 6783
10882	C1QL1	ENSG00000131094	complement C1q like 1
79877	DCAKD	ENSG00000172992	dephospho-CoA kinase domain containing
4836	NMT1	ENSG00000136448	N-myristoyltransferase 1
113026	PLCD3	ENSG00000161714	phospholipase C delta 3
102465470	MIR6784	ENSG00000277249	microRNA 6784
79777	ACBD4	ENSG00000181513	acyl-CoA binding domain containing 4
10614	HEXIM1	ENSG00000186834	HEXIM P-TEFb complex subunit 1
124790	HEXIM2	ENSG00000168517	HEXIM P-TEFb complex subunit 2
752	FMNL1	ENSG00000184922	formin like 1
100133991	MAP3K14-AS1	NA	MAP3K14 antisense RNA 1
124783	SPATA32	ENSG00000184361	spermatogenesis associated 32
9020	MAP3K14	ENSG00000006062	mitogen-activated protein kinase kinase kinase 14
9020	MAP3K14	ENSG00000282637	mitogen-activated protein kinase kinase kinase 14
201176	ARHGAP27	ENSG00000159314	Rho GTPase activating protein 27
201176	ARHGAP27	ENSG00000276836	Rho GTPase activating protein 27
201176	ARHGAP27	ENSG00000276907	Rho GTPase activating protein 27
9842	PLEKHM1	ENSG00000225190	pleckstrin homology and RUN domain containing M1
9842	PLEKHM1	ENSG00000277111	pleckstrin homology and RUN domain containing M1
9842	PLEKHM1	ENSG00000276358	pleckstrin homology and RUN domain containing M1
100423004	MIR4315-1	ENSG00000284055	microRNA 4315-1
55073	LRRC37A4P	NA	leucine rich repeat containing 37 member A4, pseudogene
644172	MAPK8IP1P2	NA	mitogen-activated protein kinase 8 interacting protein 1 pseudogene 2
401884	NA	NA	NA
104909134	LINC02210-CRHR1	ENSG00000263715	LINC02210-CRHR1 readthrough
104909134	LINC02210-CRHR1	ENSG00000278232	LINC02210-CRHR1 readthrough
104909134	LINC02210-CRHR1	ENSG00000282456	LINC02210-CRHR1 readthrough
104909134	LINC02210-CRHR1	ENSG00000276191	LINC02210-CRHR1 readthrough
104909134	LINC02210-CRHR1	ENSG00000120088	LINC02210-CRHR1 readthrough
147081	LINC02210	ENSG00000204650	long intergenic non-protein coding RNA 2210
147081	LINC02210	ENSG00000290467	long intergenic non-protein coding RNA 2210
1394	CRHR1	ENSG00000120088	corticotropin releasing hormone receptor 1
1394	CRHR1	ENSG00000278232	corticotropin releasing hormone receptor 1
1394	CRHR1	ENSG00000282456	corticotropin releasing hormone receptor 1
1394	CRHR1	ENSG00000276191	corticotropin releasing hormone receptor 1
1394	CRHR1	ENSG00000263715	corticotropin releasing hormone receptor 1
100128977	MAPT-AS1	NA	MAPT antisense RNA 1
162540	SPPL2C	ENSG00000185294	signal peptide peptidase like 2C
162540	SPPL2C	ENSG00000278194	signal peptide peptidase like 2C
162540	SPPL2C	ENSG00000277106	signal peptide peptidase like 2C
4137	MAPT	ENSG00000186868	microtubule associated protein tau
4137	MAPT	ENSG00000276155	microtubule associated protein tau
4137	MAPT	ENSG00000277956	microtubule associated protein tau
100130148	MAPT-IT1	ENSG00000279685	MAPT intronic transcript 1
100130148	MAPT-IT1	ENSG00000281284	MAPT intronic transcript 1
100130148	MAPT-IT1	ENSG00000282620	MAPT intronic transcript 1
246744	STH	ENSG00000256762	saitohin
246744	STH	ENSG00000281139	saitohin
284058	KANSL1	ENSG00000120071	KAT8 regulatory NSL complex subunit 1
284058	KANSL1	ENSG00000275867	KAT8 regulatory NSL complex subunit 1
284058	KANSL1	ENSG00000278458	KAT8 regulatory NSL complex subunit 1
644246	KANSL1-AS1	ENSG00000214401	KANSL1 antisense RNA 1
644246	KANSL1-AS1	ENSG00000281569	KANSL1 antisense RNA 1
644246	KANSL1-AS1	ENSG00000282799	KANSL1 antisense RNA 1
9884	LRRC37A	ENSG00000176681	leucine rich repeat containing 37A
9884	LRRC37A	ENSG00000278742	leucine rich repeat containing 37A
100506084	ARL17B	ENSG00000228696	ADP ribosylation factor like GTPase 17B
100506084	ARL17B	ENSG00000275748	ADP ribosylation factor like GTPase 17B
100506084	ARL17B	ENSG00000276276	ADP ribosylation factor like GTPase 17B
100506084	ARL17B	ENSG00000185829	ADP ribosylation factor like GTPase 17B
728806	NSFP1	NA	N-ethylmaleimide-sensitive factor pseudogene 1
51326	ARL17A	ENSG00000185829	ADP ribosylation factor like GTPase 17A
51326	ARL17A	ENSG00000275748	ADP ribosylation factor like GTPase 17A
51326	ARL17A	ENSG00000276276	ADP ribosylation factor like GTPase 17A
51326	ARL17A	ENSG00000228696	ADP ribosylation factor like GTPase 17A
474170	LRRC37A2	ENSG00000238083	leucine rich repeat containing 37 member A2
474170	LRRC37A2	ENSG00000274332	leucine rich repeat containing 37 member A2
474170	LRRC37A2	ENSG00000280810	leucine rich repeat containing 37 member A2
474170	LRRC37A2	ENSG00000282733	leucine rich repeat containing 37 member A2
474170	LRRC37A2	ENSG00000277221	leucine rich repeat containing 37 member A2
474170	LRRC37A2	ENSG00000260075	leucine rich repeat containing 37 member A2
4905	NSF	ENSG00000073969	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
4905	NSF	ENSG00000278174	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
4905	NSF	ENSG00000276262	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
7473	WNT3	ENSG00000108379	Wnt family member 3
7473	WNT3	ENSG00000277626	Wnt family member 3
7473	WNT3	ENSG00000277641	Wnt family member 3
101929777	LOC101929777	ENSG00000277626	uncharacterized LOC101929777
101929777	LOC101929777	ENSG00000277641	uncharacterized LOC101929777
101929777	LOC101929777	ENSG00000108379	uncharacterized LOC101929777
7484	WNT9B	ENSG00000158955	Wnt family member 9B
7484	WNT9B	ENSG00000276799	Wnt family member 9B
9570	GOSR2	ENSG00000108433	golgi SNAP receptor complex member 2
100847067	MIR5089	ENSG00000264999	microRNA 5089
388394	RPRML	ENSG00000179673	reprimo like
996	CDC27	ENSG00000004897	cell division cycle 27
4635	MYL4	ENSG00000198336	myosin light chain 4
3690	ITGB3	ENSG00000259207	integrin subunit beta 3
102724508	EFCAB13-DT	ENSG00000263293	EFCAB13 divergent transcript
124989	EFCAB13	ENSG00000178852	EF-hand calcium binding domain 13
653479	MRPL45P2	NA	mitochondrial ribosomal protein L45 pseudogene 2
9520	NPEPPS	ENSG00000141279	aminopeptidase puromycin sensitive
3837	KPNB1	ENSG00000108424	karyopherin subunit beta 1
9755	TBKBP1	ENSG00000198933	TBK1 binding protein 1
30009	TBX21	ENSG00000073861	T-box transcription factor 21
114881	OSBPL7	ENSG00000006025	oxysterol binding protein like 7
124995	MRPL10	ENSG00000159111	mitochondrial ribosomal protein L10
90506	LRRC46	ENSG00000141294	leucine rich repeat containing 46
90507	SCRN2	ENSG00000141295	secernin 2
80320	SP6	ENSG00000189120	Sp6 transcription factor
102724532	SP2-DT	ENSG00000264920	SP2 divergent transcript
6668	SP2	ENSG00000167182	Sp2 transcription factor
100506325	SP2-AS1	ENSG00000234494	SP2 antisense RNA 1
55163	PNPO	ENSG00000108439	pyridoxamine 5'-phosphate oxidase
79170	PRR15L	ENSG00000167183	proline rich 15 like
80279	CDK5RAP3	ENSG00000108465	CDK5 regulatory subunit associated protein 3
51226	COPZ2	ENSG00000005243	COPI coat complex subunit zeta 2
406943	MIR152	ENSG00000207947	microRNA 152
4779	NFE2L1	ENSG00000082641	NFE2 like bZIP transcription factor 1
10951	CBX1	ENSG00000108468	chromobox 1
29916	SNX11	ENSG00000002919	sorting nexin 11
8631	SKAP1	ENSG00000141293	src kinase associated phosphoprotein 1
100302211	MIR1203	ENSG00000221739	microRNA 1203
101927166	LOC101927166	NA	uncharacterized LOC101927166
3211	HOXB1	ENSG00000120094	homeobox B1
3212	HOXB2	ENSG00000173917	homeobox B2
100874362	HOXB-AS1	ENSG00000230148	HOXB cluster antisense RNA 1
3213	HOXB3	ENSG00000120093	homeobox B3
3214	HOXB4	ENSG00000182742	homeobox B4
406902	MIR10A	ENSG00000284038	microRNA 10a
404266	HOXB-AS3	ENSG00000233101	HOXB cluster antisense RNA 3
3215	HOXB5	ENSG00000120075	homeobox B5
3216	HOXB6	ENSG00000108511	homeobox B6
3217	HOXB7	ENSG00000260027	homeobox B7
3218	HOXB8	ENSG00000120068	homeobox B8
3219	HOXB9	ENSG00000170689	homeobox B9
105371810	NA	NA	NA
406972	MIR196A1	ENSG00000210741	microRNA 196a-1
360205	PRAC2	ENSG00000229637	PRAC2 small nuclear protein
84366	PRAC1	ENSG00000159182	PRAC1 small nuclear protein
100422978	MIR3185	ENSG00000263602	microRNA 3185
10481	HOXB13	ENSG00000159184	homeobox B13
284076	TTLL6	ENSG00000170703	tubulin tyrosine ligase like 6
10241	CALCOCO2	ENSG00000136436	calcium binding and coiled-coil domain 2
516	ATP5MC1	ENSG00000159199	ATP synthase membrane subunit c locus 1
65264	UBE2Z	ENSG00000159202	ubiquitin conjugating enzyme E2 Z
11267	SNF8	ENSG00000159210	SNF8 subunit of ESCRT-II
2695	GIP	ENSG00000159224	gastric inhibitory polypeptide
10642	IGF2BP1	ENSG00000159217	insulin like growth factor 2 mRNA binding protein 1
124872	B4GALNT2	ENSG00000167080	beta-1,4-N-acetyl-galactosaminyltransferase 2
7229	TRQ-TTG1-1	NA	tRNA-Gln (anticodon TTG) 1-1
2793	GNGT2	ENSG00000167083	G protein subunit gamma transducin 2
51225	ABI3	ENSG00000108798	ABI family member 3
162466	PHOSPHO1	ENSG00000173868	phosphoethanolamine/phosphocholine phosphatase 1
124871	FLJ40194	ENSG00000177369	uncharacterized FLJ40194
102465137	MIR6129	ENSG00000273500	microRNA 6129
22834	ZNF652	ENSG00000198740	zinc finger protein 652
102724596	ZNF652-AS1	NA	ZNF652 antisense RNA 1
5245	PHB1	ENSG00000167085	prohibitin 1
101927207	LINC02075	ENSG00000249497	long intergenic non-protein coding RNA 2075
4804	NGFR	ENSG00000064300	nerve growth factor receptor
100288866	NGFR-AS1	ENSG00000249906	NGFR antisense RNA 1
102465141	MIR6165	ENSG00000277478	microRNA 6165
11248	NXPH3	ENSG00000182575	neurexophilin 3
8405	SPOP	ENSG00000121067	speckle type BTB/POZ protein
10237	SLC35B1	ENSG00000121073	solute carrier family 35 member B1
81558	FAM117A	ENSG00000121104	family with sequence similarity 117 member A
11143	KAT7	ENSG00000136504	lysine acetyltransferase 7
255061	TAC4	ENSG00000176358	tachykinin precursor 4
729220	FLJ45513	NA	uncharacterized LOC729220
1748	DLX4	ENSG00000108813	distal-less homeobox 4
1747	DLX3	ENSG00000064195	distal-less homeobox 3
284080	PICART1	ENSG00000246640	p53 inducible cancer associated RNA transcript 1
3675	ITGA3	ENSG00000005884	integrin subunit alpha 3
5164	PDK2	ENSG00000005882	pyruvate dehydrogenase kinase 2
201191	SAMD14	ENSG00000167100	sterile alpha motif domain containing 14
84687	PPP1R9B	ENSG00000108819	protein phosphatase 1 regulatory subunit 9B
6442	SGCA	ENSG00000108823	sarcoglycan alpha
373861	H1-9P	NA	H1.9 linker histone, pseudogene
1277	COL1A1	ENSG00000108821	collagen type I alpha 1 chain
101927230	LINC01969	NA	long intergenic non-protein coding RNA 1969
162461	TMEM92	ENSG00000167105	transmembrane protein 92
103752589	TMEM92-AS1	ENSG00000251179	TMEM92 antisense RNA 1
64132	XYLT2	ENSG00000015532	xylosyltransferase 2
51264	MRPL27	ENSG00000108826	mitochondrial ribosomal protein L27
146956	EME1	ENSG00000154920	essential meiotic structure-specific endonuclease 1
55379	LRRC59	ENSG00000108829	leucine rich repeat containing 59
80221	ACSF2	ENSG00000167107	acyl-CoA synthetase family member 2
1101	CHAD	ENSG00000136457	chondroadherin
55316	RSAD1	ENSG00000136444	radical S-adenosyl methionine domain containing 1
84073	MYCBPAP	ENSG00000136449	MYCBP associated protein
55040	EPN3	ENSG00000049283	epsin 3
64847	SPATA20	ENSG00000006282	spermatogenesis associated 20
253962	CACNA1G-AS1	ENSG00000250107	CACNA1G antisense RNA 1
8913	CACNA1G	ENSG00000006283	calcium voltage-gated channel subunit alpha1 G
8714	ABCC3	ENSG00000108846	ATP binding cassette subfamily C member 3
91369	ANKRD40	ENSG00000154945	ankyrin repeat domain 40
51747	LUC7L3	ENSG00000108848	LUC7 like 3 pre-mRNA splicing factor
55018	ANKRD40CL	ENSG00000167117	ANKRD40 C-terminal like
102466918	MIR8059	ENSG00000278672	microRNA 8059
124857	WFIKKN2	ENSG00000173714	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2
10140	TOB1	ENSG00000141232	transducer of ERBB2, 1
400604	TOB1-AS1	ENSG00000229980	TOB1 antisense RNA 1
9043	SPAG9	ENSG00000008294	sperm associated antigen 9
654364	NME1-NME2	ENSG00000011052	NME1-NME2 readthrough
4830	NME1	ENSG00000239672	NME/NM23 nucleoside diphosphate kinase 1
4831	NME2	ENSG00000243678	NME/NM23 nucleoside diphosphate kinase 2
54799	MBTD1	ENSG00000011258	mbt domain containing 1
51096	UTP18	ENSG00000011260	UTP18 small subunit processome component
101927274	LINC02071	ENSG00000249383	long intergenic non-protein coding RNA 2071
440446	LINC02072	ENSG00000267452	long intergenic non-protein coding RNA 2072
56934	CA10	ENSG00000154975	carbonic anhydrase 10
100506650	LINC02876	ENSG00000227011	long intergenic non-protein coding RNA 2876
84643	KIF2B	ENSG00000141200	kinesin family member 2B
10040	TOM1L1	ENSG00000141198	target of myb1 like 1 membrane trafficking protein
1353	COX11	ENSG00000166260	cytochrome c oxidase copper chaperone COX11
252983	STXBP4	ENSG00000166263	syntaxin binding protein 4
3131	HLF	ENSG00000108924	HLF transcription factor, PAR bZIP family member
23531	MMD	ENSG00000108960	monocyte to macrophage differentiation associated
55273	TMEM100	ENSG00000166292	transmembrane protein 100
58488	PCTP	ENSG00000141179	phosphatidylcholine transfer protein
